,,>0,
524,524,0,
685.4596368,332,1.06463746,
249,249,0,
251,251,0,
232,232,0,
290,290,0,
479.9691276,549,0.125739294,
730,730,0,
1164,1164,0,
1245.300822,1639,0.240206942,
2077,2077,0,
2380,2380,0,
2483,2483,0,
2874,2874,0,
2985,2985,0,
3340,3340,0,
3693,3693,0,
3605,3605,0,
3108,3108,0,
2571,2571,0,
2122,2122,0,
1780,1780,0,
1180,1180,0,
621,621,0,
314,314,0,
246,246,0,
441.0352909,155,1.845388974,
251,251,0,
445.1876633,492,0.095147026,
962,962,0,
1068.108629,1269,0.158306833,
1544,1544,0,
1560,1560,0,
1543,1543,0,
1509,1509,0,
1580,1580,0,
1668,1668,0,
2019,2019,0,
2841,2841,0,
3565,3565,0,
1862,1862,0,
2576,2576,0,
3588,3588,0,
1885,1885,0,
1229,1229,0,
900,900,0,
772,772,0,
421,421,0,
594.8940259,251,1.370095721,
199,199,0,
161,161,0,
205,205,0,
405.2193851,491,0.174705937,
580.5214528,869,0.331966107,
734.0071651,1276,0.424759275,
1520,1520,0,
1620,1620,0,
1589,1589,0,
1787,1787,0,
1819,1819,0,
1971,1971,0,
1951.637281,2321,0.159139474,
2987,2987,0,
3661,3661,0,
4195,4195,0,
4055,4055,0,
3040,3040,0,
1883,1883,0,
1874.828907,1504,0.246561773,
1041,1041,0,
828,828,0,
469,469,0,
259,259,0,
175,175,0,
157,157,0,
227,227,0,
423.9260785,459,0.076413772,
919,919,0,
1030.140447,1293,0.203294318,
1431,1431,0,
1613,1613,0,
1617,1617,0,
1786,1786,0,
1928,1928,0,
2040,2040,0,
2308,2308,0,
3245,3245,0,
3914,3914,0,
4126,4126,0,
3840.441167,4165,0.07792529,
3183,3183,0,
1823,1823,0,
1440,1440,0,
933,933,0,
985,985,0,
468,468,0,
262,262,0,
183,183,0,
152,152,0,
357.6619404,256,0.397116955,
485,485,0,
913,913,0,
1024.487149,1240,0.173800686,
1536,1536,0,
1695,1695,0,
1712,1712,0,
1724.596183,1734,0.005423193,
2041,2041,0,
2012.86795,2064,0.02477328,
2314,2314,0,
2780,2780,0,
4244,4244,0,
4352,4352,0,
4269,4269,0,
3172,3172,0,
3004.496109,2001,0.501497306,
1472,1472,0,
1053,1053,0,
947,947,0,
533,533,0,
691.6460951,327,1.115125673,
830.6389397,206,3.032227862,
203,203,0,
402.1463472,256,0.570884169,
461,461,0,
838,838,0,
1186,1186,0,
1455,1455,0,
1498,1498,0,
1738,1738,0,
1838,1838,0,
1834.993357,2210,0.169686264,
2193,2193,0,
2651,2651,0,
2547.524658,3650,0.302048039,
3857,3857,0,
4168,4168,0,
4013,4013,0,
3301,3301,0,
2286,2286,0,
1674,1674,0,
1158,1158,0,
1124,1124,0,
695,695,0,
408,408,0,
581.677545,266,1.186757688,
237,237,0,
224,224,0,
321,321,0,
485,485,0,
706,706,0,
1147,1147,0,
1452,1452,0,
1785,1785,0,
2076,2076,0,
2157,2157,0,
2310,2310,0,
2504,2504,0,
2835,2835,0,
3124,3124,0,
3386,3386,0,
3275,3275,0,
3451,3451,0,
2703,2703,0,
2395,2395,0,
2228,2228,0,
1583,1583,0,
998,998,0,
1098.653984,559,0.965391743,
381,381,0,
293,293,0,
240,240,0,
215,215,0,
302,302,0,
527,527,0,
957,957,0,
1245,1245,0,
1777,1777,0,
2208,2208,0,
2159.398208,2504,0.137620524,
2777,2777,0,
2970,2970,0,
3181,3181,0,
3228,3228,0,
3336,3336,0,
3154,3154,0,
3252,3252,0,
2667,2667,0,
2265,2265,0,
1746,1746,0,
1754.491623,1126,0.558163075,
626,626,0,
326,326,0,
218,218,0,
205,205,0,
236,236,0,
429.2953848,509,0.1565906,
949,949,0,
1404,1404,0,
2978,2978,0,
1545,1545,0,
1660,1660,0,
1780,1780,0,
1938,1938,0,
2160,2160,0,
2310,2310,0,
3000,3000,0,
3653,3653,0,
3900,3900,0,
3688,3688,0,
3458.28355,2841,0.217276857,
1780,1780,0,
1410,1410,0,
926,926,0,
882,882,0,
445,445,0,
243,243,0,
435.9640223,173,1.52002325,
170,170,0,
222,222,0,
461,461,0,
893,893,0,
1247,1247,0,
1528,1528,0,
1546,1546,0,
1700,1700,0,
1801,1801,0,
1778,1778,0,
2037,2037,0,
2350,2350,0,
3106,3106,0,
3851,3851,0,
4221,4221,0,
3926.627135,4162,0.056552827,
3167,3167,0,
1947,1947,0,
1393,1393,0,
1033,1033,0,
861,861,0,
432,432,0,
240,240,0,
167,167,0,
162,162,0,
222,222,0,
485,485,0,
877,877,0,
1245,1245,0,
2887,2887,0,
3743,3743,0,
1774,1774,0,
1811,1811,0,
1861,1861,0,
2061,2061,0,
2384,2384,0,
3491,3491,0,
4048,4048,0,
4590,4590,0,
3730,3730,0,
3349,3349,0,
2671,2671,0,
1707,1707,0,
1031,1031,0,
930,930,0,
1038.654738,556,0.868084062,
275,275,0,
463.8741598,209,1.219493588,
157,157,0,
244,244,0,
534,534,0,
910,910,0,
1290,1290,0,
1354.11045,3395,0.60114567,
2031,2031,0,
1733,1733,0,
1742.752922,1868,0.067048757,
2042,2042,0,
2139,2139,0,
2098.926318,2552,0.177536709,
3495,3495,0,
3969,3969,0,
4368,4368,0,
4343,4343,0,
3430,3430,0,
3232.35618,2155,0.499933262,
1563,1563,0,
1029,1029,0,
954,954,0,
495,495,0,
309,309,0,
230,230,0,
204,204,0,
277,277,0,
476,476,0,
892,892,0,
2305,2305,0,
2950,2950,0,
1582,1582,0,
1742,1742,0,
1876,1876,0,
2255,2255,0,
2499,2499,0,
2674,2674,0,
3582,3582,0,
3709,3709,0,
4510,4510,0,
3797,3797,0,
3360,3360,0,
2183,2183,0,
2137.912419,1688,0.266535793,
943,943,0,
956,956,0,
911,911,0,
643,643,0,
319,319,0,
240,240,0,
432.8003002,244,0.773771722,
341,341,0,
819,819,0,
2836,2836,0,
2710.415177,2917,0.070820988,
3523,3523,0,
1839,1839,0,
1991,1991,0,
2278,2278,0,
2257,2257,0,
2466,2466,0,
2644,2644,0,
3264,3264,0,
3584,3584,0,
3868,3868,0,
3586,3586,0,
2983,2983,0,
2430,2430,0,
2103,2103,0,
1614,1614,0,
954,954,0,
582,582,0,
474,474,0,
1895,1895,0,
1029,1029,0,
1125.822921,932,0.207964508,
1146,1146,0,
1348,1348,0,
1629,1629,0,
2161,2161,0,
2202,2202,0,
2062,2062,0,
2606,2606,0,
2730,2730,0,
3130,3130,0,
2968.379794,3288,0.097208092,
3451,3451,0,
3478,3478,0,
3725,3725,0,
3215,3215,0,
2686,2686,0,
2205,2205,0,
1675,1675,0,
1095,1095,0,
577,577,0,
319,319,0,
321,321,0,
1765,1765,0,
891,891,0,
1001,1001,0,
2034,2034,0,
2007.206327,2715,0.260697485,
3332,3332,0,
2850,2850,0,
2157,2157,0,
1790,1790,0,
2063,2063,0,
2165,2165,0,
2372,2372,0,
2303.604883,3093,0.255219889,
2243.655404,3783,0.406911075,
3548,3548,0,
4575,4575,0,
4236.409159,2761,0.534374922,
1754,1754,0,
1238,1238,0,
936,936,0,
762,762,0,
498,498,0,
245,245,0,
177,177,0,
248,248,0,
1618,1618,0,
1935,1935,0,
1280,1280,0,
1488,1488,0,
2022,2022,0,
2569,2569,0,
1729,1729,0,
1671,1671,0,
1920,1920,0,
1984,1984,0,
2419,2419,0,
3194,3194,0,
3772,3772,0,
4225,4225,0,
4189,4189,0,
3024,3024,0,
1785,1785,0,
1346,1346,0,
1404.568363,954,0.472293882,
785,785,0,
503,503,0,
263,263,0,
267,267,0,
1448,1448,0,
1880,1880,0,
1477,1477,0,
1825,1825,0,
1436,1436,0,
1483.272204,2255,0.342229621,
1524.680977,2176,0.299319404,
1560.953592,1711,0.087695154,
1906,1906,0,
2035,2035,0,
2065,2065,0,
2379,2379,0,
3192,3192,0,
3021.939824,3877,0.22054686,
4438,4438,0,
4114.67192,4279,0.038403384,
3129,3129,0,
1992,1992,0,
1482,1482,0,
918,918,0,
1029.685059,936,0.100090875,
485,485,0,
306,306,0,
248,248,0,
184,184,0,
246,246,0,
1520,1520,0,
1414,1414,0,
1877,1877,0,
2415,2415,0,
1622,1622,0,
1724,1724,0,
1832,1832,0,
2005,2005,0,
2231,2231,0,
2501,2501,0,
3515,3515,0,
3304.912719,3973,0.168156879,
4527,4527,0,
4355,4355,0,
4042.183156,3191,0.266744957,
2051,2051,0,
1536,1536,0,
929,929,0,
1018,1018,0,
602,602,0,
256,256,0,
256,256,0,
449.4372715,216,1.080728109,
233,233,0,
446,446,0,
1760,1760,0,
3385,3385,0,
3289,3289,0,
2456,2456,0,
1796,1796,0,
2025,2025,0,
1999.364999,2016,0.008251489,
2468,2468,0,
2387.381495,2737,0.127737854,
3842,3842,0,
4143,4143,0,
4229,4229,0,
4176,4176,0,
3206,3206,0,
2342,2342,0,
1669,1669,0,
1071,1071,0,
1150,1150,0,
1233.207555,689,0.789851314,
486,486,0,
318,318,0,
256,256,0,
258,258,0,
449,449,0,
1062,1062,0,
1155.782963,2597,0.554954577,
2111,2111,0,
2552,2552,0,
1724,1724,0,
1735.792732,1995,0.129928455,
2172,2172,0,
2410,2410,0,
2660,2660,0,
2905,2905,0,
3218,3218,0,
3443,3443,0,
3707,3707,0,
2934,2934,0,
2545,2545,0,
1952,1952,0,
1836,1836,0,
1655,1655,0,
1042,1042,0,
570,570,0,
348,348,0,
530.2165975,299,0.773299657,
748,748,0,
2014,2014,0,
2601,2601,0,
2263,2263,0,
1689,1689,0,
1705.253888,1234,0.38189132,
1698,1698,0,
2208,2208,0,
2697,2697,0,
2914,2914,0,
2983,2983,0,
3328,3328,0,
3392,3392,0,
3358,3358,0,
3062,3062,0,
2908.531947,2710,0.073259021,
2385,2385,0,
2116,2116,0,
1733,1733,0,
1058,1058,0,
574,574,0,
386,386,0,
232,232,0,
181,181,0,
335,335,0,
1962,1962,0,
2652,2652,0,
2177,2177,0,
1884,1884,0,
2310,2310,0,
1686,1686,0,
1702.732553,1865,0.087006674,
1717.387505,2037,0.156903532,
2121,2121,0,
2421,2421,0,
2346.620118,3098,0.242537083,
3686,3686,0,
3944,3944,0,
4046,4046,0,
2608,2608,0,
1812,1812,0,
1309,1309,0,
910,910,0,
816,816,0,
468,468,0,
230,230,0,
194,194,0,
145,145,0,
217,217,0,
467,467,0,
913,913,0,
1626,1626,0,
2801,2801,0,
2679.489828,1646,0.627879604,
1628,1628,0,
1666,1666,0,
1875,1875,0,
2123,2123,0,
2085.469754,2323,0.102251505,
3137,3137,0,
2973.800652,3691,0.194310308,
4364,4364,0,
4131,4131,0,
3101,3101,0,
1910,1910,0,
1394,1394,0,
817,817,0,
994,994,0,
460,460,0,
260,260,0,
200,200,0,
158,158,0,
238,238,0,
475,475,0,
1166,1166,0,
3124,3124,0,
3164,3164,0,
2100,2100,0,
1621,1621,0,
1807,1807,0,
1910,1910,0,
2028,2028,0,
2340,2340,0,
3184,3184,0,
3891,3891,0,
3634.296762,4335,0.161638579,
4315,4315,0,
3068,3068,0,
1854,1854,0,
1503,1503,0,
881,881,0,
997.989864,956,0.043922452,
471,471,0,
294,294,0,
483.6296851,184,1.628422202,
185,185,0,
262,262,0,
454,454,0,
880,880,0,
1254,1254,0,
1925,1925,0,
1681,1681,0,
1604,1604,0,
1792,1792,0,
1849,1849,0,
2063,2063,0,
2619,2619,0,
3356,3356,0,
3869,3869,0,
4195,4195,0,
4165,4165,0,
3875.423361,3343,0.159265139,
2114,2114,0,
1503,1503,0,
1017,1017,0,
990,990,0,
476,476,0,
331,331,0,
201,201,0,
220,220,0,
256,256,0,
427,427,0,
859,859,0,
1600,1600,0,
1805,1805,0,
1575,1575,0,
1806,1806,0,
1886,1886,0,
1968,1968,0,
2391,2391,0,
2715,2715,0,
3594,3594,0,
3946,3946,0,
4332,4332,0,
4331,4331,0,
3532,3532,0,
2532,2532,0,
2421,2421,0,
1061,1061,0,
1023,1023,0,
876,876,0,
992.9970451,443,1.241528319,
250,250,0,
291,291,0,
480.0326482,217,1.212132019,
302,302,0,
455,455,0,
722,722,0,
1007,1007,0,
1357,1357,0,
1820,1820,0,
2084,2084,0,
2308,2308,0,
2446,2446,0,
2634,2634,0,
2732,2732,0,
3294,3294,0,
3363,3363,0,
3334,3334,0,
3147.48984,2949,0.067307508,
2286,2286,0,
2182,2182,0,
2071,2071,0,
1625,1625,0,
1065,1065,0,
558,558,0,
405,405,0,
264,264,0,
246,246,0,
439.9485653,274,0.605651698,
443,443,0,
668,668,0,
921,921,0,
1228,1228,0,
1727,1727,0,
2374,2374,0,
2832,2832,0,
2882,2882,0,
2972,2972,0,
3200,3200,0,
2840,2840,0,
3058,3058,0,
3283,3283,0,
3253,3253,0,
2791,2791,0,
2475,2475,0,
1974,1974,0,
1066,1066,0,
677,677,0,
367,367,0,
225,225,0,
199,199,0,
248,248,0,
468,468,0,
931,931,0,
2826,2826,0,
2536,2536,0,
1582,1582,0,
1574,1574,0,
1911,1911,0,
1977,1977,0,
2139,2139,0,
2405,2405,0,
3156,3156,0,
3662,3662,0,
3435.482635,4089,0.159823273,
4014,4014,0,
2882,2882,0,
2751.446713,1865,0.475306548,
1404,1404,0,
923,923,0,
796,796,0,
401,401,0,
244,244,0,
200,200,0,
153,153,0,
227,227,0,
457,457,0,
892,892,0,
1230,1230,0,
1588,1588,0,
1586,1586,0,
1667,1667,0,
1684,1684,0,
1983,1983,0,
1986,1986,0,
2377,2377,0,
3129,3129,0,
3733,3733,0,
4214,4214,0,
4093,4093,0,
3063,3063,0,
1876,1876,0,
1510,1510,0,
905,905,0,
815,815,0,
426,426,0,
270,270,0,
185,185,0,
166,166,0,
251,251,0,
444,444,0,
862,862,0,
1273,1273,0,
1661,1661,0,
1594,1594,0,
1688,1688,0,
1832,1832,0,
1993,1993,0,
2035,2035,0,
2374,2374,0,
3282,3282,0,
3973,3973,0,
4258,4258,0,
4378,4378,0,
3326,3326,0,
2027,2027,0,
1557,1557,0,
1020,1020,0,
937,937,0,
451,451,0,
255,255,0,
214,214,0,
157,157,0,
229,229,0,
458,458,0,
893,893,0,
1273,1273,0,
1573,1573,0,
1592,1592,0,
1779,1779,0,
1741,1741,0,
1750.461495,2003,0.126080132,
2121,2121,0,
2449,2449,0,
3476,3476,0,
3943,3943,0,
4393,4393,0,
3968,3968,0,
3408,3408,0,
2099,2099,0,
2064.911972,1549,0.333061312,
1077,1077,0,
989,989,0,
535,535,0,
310,310,0,
191,191,0,
213,213,0,
259,259,0,
439,439,0,
858,858,0,
1168,1168,0,
1498,1498,0,
1454,1454,0,
1708,1708,0,
1873,1873,0,
1884,1884,0,
2470,2470,0,
2858,2858,0,
3820,3820,0,
4174,4174,0,
4250,4250,0,
4302,4302,0,
3589,3589,0,
2231,2231,0,
1697,1697,0,
1068,1068,0,
943,943,0,
928,928,0,
449,449,0,
295,295,0,
303,303,0,
227,227,0,
310,310,0,
447,447,0,
727,727,0,
1128,1128,0,
1487,1487,0,
1527.287991,1821,0.161291603,
2046,2046,0,
2174,2174,0,
2487,2487,0,
2405.571556,2481,0.030402436,
2825,2825,0,
3128,3128,0,
3466,3466,0,
3651,3651,0,
3184,3184,0,
2717,2717,0,
2256,2256,0,
2162,2162,0,
1616,1616,0,
1006,1006,0,
558,558,0,
385,385,0,
270,270,0,
247,247,0,
224,224,0,
304,304,0,
513,513,0,
1136,1136,0,
1171,1171,0,
1803,1803,0,
2347,2347,0,
2282.713482,2525,0.095955056,
2933,2933,0,
3130,3130,0,
3052,3052,0,
3313,3313,0,
3340,3340,0,
3362,3362,0,
3154,3154,0,
2614,2614,0,
2098,2098,0,
1930,1930,0,
1221,1221,0,
753,753,0,
389,389,0,
212,212,0,
184,184,0,
254,254,0,
492,492,0,
908,908,0,
1228,1228,0,
2276,2276,0,
1624,1624,0,
1586,1586,0,
1641,1641,0,
1768,1768,0,
1988,1988,0,
2431,2431,0,
3107,3107,0,
3659,3659,0,
4004,4004,0,
3739.953613,4008,0.066877841,
2853,2853,0,
1975,1975,0,
1511,1511,0,
1092,1092,0,
756,756,0,
443,443,0,
269,269,0,
456.4020657,206,1.215544008,
164,164,0,
232,232,0,
473,473,0,
904,904,0,
1224,1224,0,
1609,1609,0,
1598,1598,0,
1756,1756,0,
1854,1854,0,
1925,1925,0,
2051,2051,0,
2411,2411,0,
3254,3254,0,
3080.397235,3804,0.190221547,
4144,4144,0,
3760,3760,0,
3493,3493,0,
2087,2087,0,
1698,1698,0,
1077,1077,0,
847,847,0,
484,484,0,
267,267,0,
199,199,0,
1559,1559,0,
781,781,0,
937,937,0,
1445,1445,0,
2742,2742,0,
3635,3635,0,
3415.161192,2705,0.262536485,
2088,2088,0,
1841,1841,0,
1995,1995,0,
2071,2071,0,
2439,2439,0,
2363.737978,3209,0.263403559,
3734,3734,0,
4076,4076,0,
4216,4216,0,
3218,3218,0,
2055,2055,0,
1521,1521,0,
913,913,0,
972,972,0,
454,454,0,
320,320,0,
181,181,0,
1021,1021,0,
1183,1183,0,
806,806,0,
1348,1348,0,
1790,1790,0,
3413,3413,0,
2651,2651,0,
2544,2544,0,
1889,1889,0,
1891,1891,0,
2052,2052,0,
2448,2448,0,
3451,3451,0,
3734,3734,0,
4317,4317,0,
4119,4119,0,
3509,3509,0,
2218,2218,0,
1694,1694,0,
1016,1016,0,
1082,1082,0,
536,536,0,
332,332,0,
512.3650425,261,0.963084454,
1371,1371,0,
1186,1186,0,
1097,1097,0,
1875,1875,0,
2892,2892,0,
2761.814834,3854,0.283390027,
3760,3760,0,
2449,2449,0,
1870,1870,0,
2117,2117,0,
2224,2224,0,
2749,2749,0,
3494,3494,0,
3521,3521,0,
3559,3559,0,
3348.21196,4694,0.286703886,
3163.028605,3552,0.109507713,
2395,2395,0,
1946,1946,0,
1930.947733,952,1.028306442,
940,940,0,
1460,1460,0,
1927,1927,0,
828,828,0,
713,713,0,
901,901,0,
1750,1750,0,
2991,2991,0,
3174,3174,0,
1422,1422,0,
3022,3022,0,
2236,2236,0,
2148,2148,0,
2108.186237,2210,0.046069576,
2266,2266,0,
2397,2397,0,
2678,2678,0,
3198,3198,0,
3522,3522,0,
3314.863563,3506,0.054516953,
3426,3426,0,
2967,2967,0,
2827.623187,2815,0.004484258,
2705.260537,2177,0.242655277,
1439,1439,0,
1533,1533,0,
851,851,0,
780,780,0,
624,624,0,
643,643,0,
585,585,0,
708,708,0,
1017,1017,0,
1330,1330,0,
1390.070592,1907,0.271069432,
2480,2480,0,
3015,3015,0,
3558,3558,0,
3707,3707,0,
4005,4005,0,
3619,3619,0,
3400.680537,3881,0.123761779,
3736,3736,0,
3773,3773,0,
3861,3861,0,
3184,3184,0,
2821,2821,0,
2208,2208,0,
1486,1486,0,
1014,1014,0,
299,299,0,
190,190,0,
177,177,0,
1101,1101,0,
2254,2254,0,
1604,1604,0,
1630.878328,1775,0.081195308,
2001,2001,0,
1979.556006,2132,0.071502812,
1700,1700,0,
1684,1684,0,
1926,1926,0,
2032,2032,0,
2349,2349,0,
2858,2858,0,
3691,3691,0,
3990,3990,0,
3970,3970,0,
2776,2776,0,
1798,1798,0,
1372,1372,0,
930,930,0,
740,740,0,
453,453,0,
299,299,0,
233,233,0,
175,175,0,
266,266,0,
455.1685085,447,0.018274068,
621.3479799,873,0.288261191,
1276,1276,0,
1622,1622,0,
1588,1588,0,
1654,1654,0,
1703,1703,0,
1711,1711,0,
1829,1829,0,
2236,2236,0,
3100,3100,0,
3853,3853,0,
4097,4097,0,
4149,4149,0,
3258,3258,0,
2021,2021,0,
1413,1413,0,
927,927,0,
856,856,0,
928,928,0,
1036.89911,1669,0.378730312,
989,989,0,
1046,1046,0,
950,950,0,
1320,1320,0,
1580,1580,0,
3252,3252,0,
3101,3101,0,
2459,2459,0,
3115,3115,0,
1834,1834,0,
1811,1811,0,
1978,1978,0,
2329,2329,0,
3102,3102,0,
2946.760062,3832,0.23101251,
4098,4098,0,
4121,4121,0,
3289,3289,0,
3111.357152,2058,0.511835351,
1595,1595,0,
974,974,0,
1077.816393,1857,0.41959268,
1370,1370,0,
1629,1629,0,
2463,2463,0,
2782,2782,0,
957,957,0,
496,496,0,
732,732,0,
1069,1069,0,
1425,1425,0,
1547,1547,0,
1893,1893,0,
2311,2311,0,
1880,1880,0,
2066,2066,0,
2507,2507,0,
3437,3437,0,
3980,3980,0,
4106,4106,0,
4166,4166,0,
3528,3528,0,
2161,2161,0,
1578,1578,0,
1036,1036,0,
1587,1587,0,
1196,1196,0,
1415,1415,0,
1764,1764,0,
2291,2291,0,
2386,2386,0,
1751,1751,0,
1760.383871,721,1.441586507,
1024,1024,0,
1320,1320,0,
1707,1707,0,
2959,2959,0,
2407,2407,0,
1731,1731,0,
1624,1624,0,
2790,2790,0,
2672.40105,3763,0.289821671,
4027,4027,0,
4312,4312,0,
4351,4351,0,
3477,3477,0,
2326,2326,0,
1781,1781,0,
1010,1010,0,
2030,2030,0,
2005.496413,1198,0.674037072,
1636,1636,0,
1581,1581,0,
1818,1818,0,
276,276,0,
399,399,0,
772,772,0,
1675,1675,0,
1216,1216,0,
1960,1960,0,
1943.926959,1777,0.093937512,
2073,2073,0,
2211,2211,0,
2433,2433,0,
2522,2522,0,
2783,2783,0,
3188,3188,0,
3456,3456,0,
3579,3579,0,
3116,3116,0,
2617,2617,0,
2262,2262,0,
2063,2063,0,
1610,1610,0,
1637.012267,1044,0.568019412,
572,572,0,
364,364,0,
269,269,0,
255,255,0,
244,244,0,
398,398,0,
640,640,0,
1138,1138,0,
1222.4366,1234,0.009370664,
1753,1753,0,
2279,2279,0,
2708,2708,0,
2911,2911,0,
2778.76557,3025,0.081399812,
3177,3177,0,
3294,3294,0,
3279,3279,0,
3254,3254,0,
3160,3160,0,
2574,2574,0,
2179,2179,0,
1788,1788,0,
1106,1106,0,
647,647,0,
360,360,0,
216,216,0,
188,188,0,
298,298,0,
1044,1044,0,
1285,1285,0,
1894,1894,0,
2146,2146,0,
2145,2145,0,
2173,2173,0,
1746,1746,0,
1763,1763,0,
1908,1908,0,
2303,2303,0,
2840,2840,0,
3557,3557,0,
3991,3991,0,
3919,3919,0,
2867,2867,0,
1698,1698,0,
1319,1319,0,
907,907,0,
613,613,0,
808,808,0,
1401,1401,0,
527,527,0,
536,536,0,
1055,1055,0,
1274,1274,0,
2281,2281,0,
3432,3432,0,
2699,2699,0,
2805,2805,0,
1885,1885,0,
1509,1509,0,
1678,1678,0,
1807,1807,0,
2267,2267,0,
2213.553316,3160,0.299508444,
3883,3883,0,
3941,3941,0,
4109,4109,0,
3100,3100,0,
1909,1909,0,
1456,1456,0,
1030,1030,0,
716,716,0,
393,393,0,
595,595,0,
746.01642,1490,0.499317839,
1059,1059,0,
909,909,0,
1021.575605,917,0.114041009,
1120.372834,1391,0.194555834,
1535,1535,0,
2781,2781,0,
2664.640853,2347,0.135339094,
1898,1898,0,
1796,1796,0,
1764,1764,0,
2023,2023,0,
2368,2368,0,
3096,3096,0,
3972,3972,0,
4144,4144,0,
4143,4143,0,
3256,3256,0,
2099,2099,0,
1594,1594,0,
1063,1063,0,
777,777,0,
455,455,0,
313,313,0,
498.4104829,1319,0.622130036,
629,629,0,
675,675,0,
1026,1026,0,
2648,2648,0,
1956,1956,0,
2272,2272,0,
2430,2430,0,
1937,1937,0,
1923.955876,1757,0.095023265,
1879,1879,0,
2011,2011,0,
2498,2498,0,
3233,3233,0,
3720,3720,0,
2887,2887,0,
4675,4675,0,
3781,3781,0,
2321,2321,0,
1752,1752,0,
1082,1082,0,
916,916,0,
1028.334738,508,1.024280981,
324,324,0,
214,214,0,
412.0928126,243,0.695855196,
241,241,0,
944,944,0,
1125,1125,0,
1572,1572,0,
1809,1809,0,
2614,2614,0,
1828,1828,0,
1875,1875,0,
1869.554562,2135,0.124330416,
2362,2362,0,
2296.831184,2919,0.213144507,
3265,3265,0,
3729,3729,0,
3863,3863,0,
3318,3318,0,
3316,3316,0,
2309,2309,0,
1750,1750,0,
1379,1379,0,
973,973,0,
698,698,0,
937,937,0,
1715,1715,0,
1003,1003,0,
686,686,0,
1203,1203,0,
1365,1365,0,
2359,2359,0,
3198,3198,0,
2738,2738,0,
1784,1784,0,
2144,2144,0,
2105.644281,2217,0.050228109,
2012,2012,0,
2154,2154,0,
2424,2424,0,
2729,2729,0,
2695,2695,0,
2589.091472,3315,0.218976931,
3112,3112,0,
2888,2888,0,
2750,2750,0,
2172,2172,0,
1462,1462,0,
910,910,0,
1114,1114,0,
1631,1631,0,
1259,1259,0,
1329.426066,1443,0.078706815,
1171,1171,0,
934,934,0,
965,965,0,
2611,2611,0,
1931,1931,0,
1648,1648,0,
1945,1945,0,
2120,2120,0,
2159,2159,0,
2160,2160,0,
2119.687403,2301,0.078797304,
2612,2612,0,
3189,3189,0,
3324,3324,0,
3392,3392,0,
3000,3000,0,
3185,3185,0,
2829,2829,0,
1434,1434,0,
874,874,0,
456,456,0,
312,312,0,
263,263,0,
241,241,0,
278,278,0,
326,326,0,
852,852,0,
841,841,0,
985,985,0,
1539,1539,0,
1945,1945,0,
2415,2415,0,
2343.366234,2492,0.059644368,
2728,2728,0,
3285,3285,0,
3917,3917,0,
3559,3559,0,
3352,3352,0,
3466,3466,0,
2847,2847,0,
2928,2928,0,
1903,1903,0,
940,940,0,
520,520,0,
260,260,0,
202,202,0,
148,148,0,
241,241,0,
504,504,0,
1690,1690,0,
2492,2492,0,
2411.074505,2723,0.114552147,
1593,1593,0,
1685,1685,0,
1712,1712,0,
1673,1673,0,
1742,1742,0,
2364,2364,0,
3052,3052,0,
2902.419908,3547,0.181725428,
3675,3675,0,
3869,3869,0,
3018,3018,0,
1875,1875,0,
1434,1434,0,
993,993,0,
648,648,0,
439,439,0,
206,206,0,
199,199,0,
160,160,0,
221,221,0,
1025,1025,0,
1123.806903,1069,0.05126932,
1555,1555,0,
1772,1772,0,
1779.267793,2269,0.215836142,
1631,1631,0,
1592,1592,0,
1750,1750,0,
1892,1892,0,
2457,2457,0,
3145,3145,0,
3867,3867,0,
4026,4026,0,
3862,3862,0,
2856,2856,0,
2730.762225,1775,0.538457591,
1501,1501,0,
1051,1051,0,
730,730,0,
466,466,0,
248,248,0,
674,674,0,
843,843,0,
349,349,0,
995,995,0,
1972,1972,0,
3248,3248,0,
3601,3601,0,
3384.509405,2162,0.565453009,
3194.542423,1682,0.899252332,
1655,1655,0,
1676.743854,1882,0.109062777,
1993,1993,0,
2350,2350,0,
3187,3187,0,
3873,3873,0,
4121,4121,0,
3925,3925,0,
3074,3074,0,
1910,1910,0,
1900.67252,1631,0.165341827,
917,917,0,
907,907,0,
1020.582333,542,0.882993235,
1120.225444,326,2.436274367,
218,218,0,
213,213,0,
374,374,0,
1379,1379,0,
1040,1040,0,
1527,1527,0,
3510,3510,0,
2428,2428,0,
2155,2155,0,
1875,1875,0,
1936,1936,0,
2159,2159,0,
2520,2520,0,
2386,2386,0,
4598,4598,0,
4226,4226,0,
4101,4101,0,
2429,2429,0,
2865,2865,0,
2738.162122,1734,0.57910157,
1030,1030,0,
1058,1058,0,
1650,1650,0,
1313,1313,0,
1377.29008,441,2.123106758,
1061,1061,0,
1748,1748,0,
2557,2557,0,
2598,2598,0,
957,957,0,
1034,1034,0,
2399,2399,0,
2230,2230,0,
2044,2044,0,
2269,2269,0,
2460,2460,0,
2593,2593,0,
2847,2847,0,
2721.879971,3211,0.152326387,
3431,3431,0,
3508,3508,0,
3108,3108,0,
2327,2327,0,
2069,2069,0,
1799,1799,0,
2234,2234,0,
1484,1484,0,
1050,1050,0,
823,823,0,
687,687,0,
642,642,0,
627,627,0,
747,747,0,
945,945,0,
1363,1363,0,
1882,1882,0,
2509,2509,0,
3021,3021,0,
3530,3530,0,
3366,3366,0,
3647,3647,0,
3423.652421,3090,0.10797813,
3645,3645,0,
